,Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Country
356,&Open,Dublin,Marketing,9.0,0.09,2022-11-17 00:00:00,https://www.irishtimes.com/technology/2022/11/17/gifting-platform-open-to-cut-nine-roles-from-global-workforce/,35.0,Ireland
815,10X Genomics,SF Bay Area,Healthcare,100.0,0.08,2022-08-04 00:00:00,https://www.genomeweb.com/business-news/10x-genomics-lays-approximately-100-employees#.YuxWk-zMKqV,242.0,United States
1860,1stdibs,New York City,Retail,70.0,0.17,2020-04-02 00:00:00,https://twitter.com/eringriffith/status/1246147841350762497,253.0,United States
690,2TM,Sao Paulo,Crypto,100.0,0.15,2022-09-01 00:00:00,https://finance.yahoo.com/news/second-round-layoffs-brazilian-crypto-212310521.html,250.0,Brazil
711,54gene,Washington D.C.,Healthcare,95.0,0.3,2022-08-29 00:00:00,https://techcrunch.com/2022/08/29/african-genomics-startup-54gene-lays-off-95-as-covid-testing-business-struggles/,44.0,United States
564,6sense,SF Bay Area,Sales,150.0,0.1,2022-10-12 00:00:00,https://www.moneycontrol.com/news/business/startup/ai-platform-6sense-lays-off-150-employees-globally-including-several-from-india-9327791.html,426.0,United States
14,8x8,SF Bay Area,Support,155.0,0.07,2023-01-18 00:00:00,https://www.channelfutures.com/business-models/8x8-to-reduce-7-of-workforce-significantly-impacting-channel-staff,253.0,United States
629,99,Sao Paulo,Transportation,75.0,0.02,2022-09-20 00:00:00,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/na-onda-dos-layoffs-99-demite-mais-de-75-colaboradores,d2c6d7e70027cb925695c2e6a25956d16jo4jtuj.html",244.0,Brazil
1021,Abra,SF Bay Area,Crypto,12.0,0.05,2022-06-30 00:00:00,https://www.theblock.co/post/155209/abra-becomes-latest-crypto-firm-to-cut-jobs,106.0,United States
639,Acast,Stockholm,Media,70.0,0.15,2022-09-15 00:00:00,https://www.bloomberg.com/news/newsletters/2022-09-15/swedish-podcast-company-acast-lays-off-15-of-its-staff,126.0,Sweden
1887,Acko,Mumbai,Finance,45.0,0.09,2020-04-01 00:00:00,https://entrackr.com/2020/04/exclusive-acko-insurance-layoff/,143.0,India
1902,AdRoll,Salt Lake City,Marketing,210.0,0.3,2020-03-31 00:00:00,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/,89.0,United States
628,Ada,Toronto,Support,78.0,0.16,2022-09-20 00:00:00,https://www.linkedin.com/posts/mikemurchison_company-message-from-mike-ugcPost-6978042513135710209-CcNB/,190.0,Canada
1660,Ada Support,Toronto,Support,36.0,0.23,2020-04-24 00:00:00,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,60.0,Canada
1325,Adaptive Biotechnologies,Seattle,Healthcare,100.0,0.12,2022-03-08 00:00:00,https://www.geekwire.com/2022/adaptive-biotechnologies-lays-off-about-100-people-12-of-headcount-to-streamline-our-workforce/,406.0,United States
21,Addepar,SF Bay Area,Finance,20.0,0.03,2023-01-18 00:00:00,https://fortune.com/2023/01/17/addepar-a-wealth-management-startup-launched-by-the-co-founder-of-palantir-is-the-latest-fintech-to-cut-jobs/,491.0,United States
1301,Ahead,SF Bay Area,Healthcare,44.0,1.0,2022-04-14 00:00:00,https://www.bloomberg.com/news/articles/2022-04-14/online-adhd-medication-startup-ahead-is-shutting-down?sref=yLCixKPR,9.0,United States
1602,Airbnb,SF Bay Area,Travel,1900.0,0.25,2020-05-05 00:00:00,https://layoffs.fyi/2020/05/07/airbnb-laid-off-1900-employees/,5400.0,United States
209,Airtable,SF Bay Area,Product,254.0,0.2,2022-12-08 00:00:00,https://techcrunch.com/2022/12/08/airtable-layoffs/,1400.0,United States
1244,Airtime,New York City,Consumer,30.0,0.2,2022-05-23 00:00:00,Internal memo,33.0,United States
310,Ajaib,Jakarta,Finance,67.0,0.08,2022-11-28 00:00:00,https://www.techinasia.com/indonesian-investment-platform-ajaib-lays-8-headcount,245.0,Indonesia
753,AlayaCare,Montreal,Healthcare,80.0,0.14,2022-08-16 00:00:00,https://betakit.com/alayacare-lays-off-14-percent-of-employees-slows-ma-plans/,293.0,Canada
1143,Albert,Los Angeles,Finance,20.0,0.08,2022-06-10 00:00:00,https://dot.la/albert-fintech-layoffs-2657493613.html50,175.0,United States
1257,AliExpress Russia,Moscow,Retail,400.0,0.4,2022-05-14 00:00:00,https://asia.nikkei.com/Politics/Ukraine-war/Alibaba-s-Russian-venture-slashes-40-of-staff-amid-Ukraine-war,60.0,Russia
201,Alice,Sao Paulo,Healthcare,113.0,0.16,2022-12-09 00:00:00,https://startups.com.br/demissoes/alice-faz-nova-onda-de-demissoes-e-dispensa-113-pessoas/,174.0,Brazil
1412,Alto Pharmacy,SF Bay Area,Healthcare,47.0,0.06,2020-09-29 00:00:00,https://layoffs.fyi/2020/10/07/alto-pharmacy-lays-off-47-employees/,356.0,United States
360,Amazon,Seattle,Retail,10000.0,0.03,2022-11-16 00:00:00,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,108.0,United States
38,American Robotics,Boston,Other,50.0,0.65,2023-01-17 00:00:00,https://www.bostonglobe.com/2023/01/17/business/new-year-brings-new-tech-layoffs/,92.0,United States
738,Amperity,Seattle,Marketing,13.0,0.03,2022-08-20 00:00:00,https://www.geekwire.com/2022/seattle-customer-intelligence-startup-amperity-lays-off-recruiting-staff/,187.0,United States
1931,Amplero,Seattle,Marketing,17.0,1.0,2020-03-29 00:00:00,https://www.geekwire.com/2020/canary-coal-mine-seattle-marketing-tech-startup-amplero-shuts-lays-off-17-employees/,25.0,United States
1604,Andela,New York City,Recruiting,135.0,0.1,2020-05-05 00:00:00,https://layoffs.fyi/2020/07/08/andela-layoff-list-emerges/,181.0,United States
987,Anodot,Tel Aviv,Data,35.0,0.27,2022-07-06 00:00:00,https://www.calcalistech.com/ctechnews/article/sypfe11ms5,64.0,United States
530,Antidote Health,Tel Aviv,Healthcare,23.0,0.38,2022-10-23 00:00:00,https://www.calcalistech.com/ctechnews/article/s1xwokmvi,36.0,Israel
702,Apartment List,SF Bay Area,Real Estate,29.0,0.1,2022-08-31 00:00:00,https://www.linkedin.com/posts/matthew-w-woods_for-those-that-know-apartment-list-well-activity-6970856703277903874-MGoW/,169.0,United States
1647,App Annie,SF Bay Area,Data,80.0,0.18,2020-04-28 00:00:00,https://www.gamesindustry.biz/articles/2020-04-28-app-annie-lays-off-a-small-fraction-of-its-workforce,156.0,United States
1052,AppLovin,SF Bay Area,Marketing,300.0,0.12,2022-06-27 00:00:00,https://www.bizjournals.com/sanjose/news/2022/06/29/applovin-lays-off-300-workers-report.html,1600.0,United States
309,ApplyBoard,Waterloo,Education,90.0,0.06,2022-11-28 00:00:00,https://www.therecord.com/news/waterloo-region/2022/11/28/applyboard-lays-off-six-per-cent-of-its-workforce.html,483.0,Canada
1098,Aqgromalin,Chennai,Food,80.0,0.3,2022-06-20 00:00:00,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,12.0,India
1889,Aqua Security,Tel Aviv,Security,24.0,0.09,2020-04-01 00:00:00,https://www.bizjournals.com/boston/news/2020/04/02/cybersecurity-company-lays-off-workers-via-zoom.html,100.0,Israel
979,Argo AI,Pittsburgh,Transportation,150.0,0.05,2022-07-07 00:00:00,https://techcrunch.com/2022/07/07/ford-vw-backed-argo-ai-lays-off-150-workers-slows-hiring/,3600.0,United States
717,Argyle,New York City,Finance,20.0,0.07,2022-08-26 00:00:00,https://techcrunch.com/2022/08/26/fintech-argyle-has-layoffs/,78.0,United States
219,Armis,SF Bay Area,Security,25.0,0.04,2022-12-08 00:00:00,https://www.calcalistech.com/ctechnews/article/by6mtcjuo,537.0,United States
1835,Arrive Logistics,Austin,Logistics,75.0,0.07,2020-04-03 00:00:00,https://www.freightwaves.com/news/citing-coronavirus-arrive-logistics-cuts-10-of-workforce,35.0,United States
376,Asana,SF Bay Area,Other,180.0,0.09,2022-11-15 00:00:00,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,453.0,United States
1826,Astra,SF Bay Area,Aerospace,40.0,0.25,2020-04-05 00:00:00,https://www.cnbc.com/2020/04/05/rocket-startup-astra-trims-staff-to-survive-pandemic-until-next-year.html,100.0,United States
141,Astronomer,Cincinnati,Data,76.0,0.2,2023-01-04 00:00:00,https://www.astronomer.io/blog/astronomer-update/,282.0,United States
544,AtoB,SF Bay Area,Finance,32.0,0.3,2022-10-19 00:00:00,https://www.sfgate.com/bayarea/article/atob-lays-off-30-staff-17518327.php,177.0,United States
1761,Atsu,Seattle,Infrastructure,6.0,1.0,2020-04-10 00:00:00,Company executive,1.0,United States
143,Augury,New York City,Manufacturing,20.0,0.05,2023-01-04 00:00:00,https://www.calcalistech.com/ctechnews/article/skiu0xx9j,274.0,United States
1067,Aura,Boston,Security,70.0,0.09,2022-06-23 00:00:00,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,500.0,United States
1653,Automation Anywhere,SF Bay Area,Other,260.0,0.1,2020-04-27 00:00:00,https://siliconangle.com/2020/04/27/automation-anywhere-lays-off-tenth-workforce-due-covid-19/,840.0,United States
431,AvantStay,Los Angeles,Travel,144.0,0.22,2022-11-09 00:00:00,https://shorttermrentalz.com/news/avantstay-workforce-redundancies-round/,686.0,United States
1283,Avo,Tel Aviv,Food,500.0,0.67,2022-05-01 00:00:00,https://en.globes.co.il/en/article-israeli-grocery-delivery-co-avo-lays-off-500-1001410720,45.0,Israel
1807,Away,New York City,Retail,60.0,0.1,2020-04-07 00:00:00,https://techcrunch.com/2020/04/07/away-the-high-flying-travel-brand-startup-just-furloughed-half-its-employees-and-laid-off-10/,181.0,United States
1394,Aya,Toronto,Finance,5.0,0.25,2020-11-19 00:00:00,https://betakit.com/fintech-and-healthtech-startup-aya-comes-out-of-stealth-with-3-2-million-cad-in-seed-financing/,3.0,United States
1959,B8ta,SF Bay Area,Retail,250.0,0.5,2020-03-26 00:00:00,https://www.retaildive.com/news/b8ta-announces-corporate-layoffs-and-store-associate-furloughs/574955/,88.0,United States
155,Back Market,Paris,Retail,93.0,0.13,2022-12-23 00:00:00,https://sifted.eu/articles/startup-tech-company-layoffs/,1000.0,France
1056,Banxa,Melbourne,Crypto,70.0,0.3,2022-06-27 00:00:00,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,13.0,Australia
1034,Baton,SF Bay Area,Transportation,16.0,0.25,2022-06-29 00:00:00,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,13.0,United States
1949,Bench,Vancouver,Finance,47.0,0.1,2020-03-27 00:00:00,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/,49.0,Canada
15,Benevity,Calgary,Other,137.0,0.14,2023-01-18 00:00:00,https://benevity.com/message-kelly-schmitt,69.0,United States
1140,Berlin Brands Group,Berlin,Retail,100.0,0.1,2022-06-10 00:00:00,https://www.startbase.com/news/berlin-brands-group-entlaesst-fast-100-mitarbeiter/,1000.0,Germany
1062,Bestow,Dallas,Finance,41.0,0.14,2022-06-24 00:00:00,https://coverager.com/layoffs-at-bestow/,137.0,United States
1324,Better.com,New York City,Real Estate,3000.0,0.33,2022-03-08 00:00:00,https://www.nytimes.com/2022/03/08/business/better-mortgage-lender-layoffs.html,905.0,United States
1952,Bevi,Boston,Food,30.0,0.2,2020-03-27 00:00:00,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/,60.0,United States
557,Beyond Meat,Los Angeles,Food,200.0,0.19,2022-10-14 00:00:00,https://www.cnbc.com/2022/10/14/beyond-meat-to-cut-19percent-of-its-workforce-as-sales-stock-struggle.html,122.0,United States
1242,BeyondMinds,Tel Aviv,Data,65.0,1.0,2022-05-23 00:00:00,https://en.globes.co.il/en/article-beyondminds-shuts-down-lays-off-65-1001412743,16.0,Israel
52,BharatAgri,Mumbai,Food,40.0,0.43,2023-01-15 00:00:00,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,21.0,India
175,BigCommerce,Austin,Retail,180.0,0.13,2022-12-15 00:00:00,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,224.0,United States
581,BioMarin,SF Bay Area,Healthcare,120.0,0.04,2022-10-07 00:00:00,https://www.fiercebiotech.com/biotech/biomarin-lays-120-employees-save-50m-year-us-hit-hardest,585.0,United States
1168,Bird,Los Angeles,Transportation,138.0,0.23,2022-06-07 00:00:00,Internal memo,783.0,United States
1310,BitMEX,Non-U.S.,Crypto,75.0,0.25,2022-04-04 00:00:00,https://www.theblockcrypto.com/post/140412/bitmex-lays-off-75-employees-after-bank-acquisition-collapses,0.0,Seychelles
1104,BitOasis,Dubai,Crypto,9.0,0.05,2022-06-19 00:00:00,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,30.0,United Arab Emirates
1349,BitTitan,Seattle,Data,70.0,0.27,2021-11-18 00:00:00,https://www.seattletimes.com/business/seventy-set-for-layoffs-at-bellevue-startup-bittitan/,46.0,United States
1060,Bitpanda,Vienna,Crypto,270.0,0.27,2022-06-24 00:00:00,https://brutkasten.com/bitpanda-kuendigungen/,546.0,Austria
1224,Bitso,Mexico City,Crypto,80.0,0.11,2022-05-26 00:00:00,https://www.coindesk.com/business/2022/05/26/top-latin-american-crypto-exchange-bitso-lays-off-80-employees/,378.0,Mexico
271,Bizzabo,New York City,Marketing,100.0,0.37,2022-12-01 00:00:00,https://www.calcalistech.com/ctechnews/article/h1ajz9idj,194.0,United States
213,BlackLine,Los Angeles,Finance,95.0,0.05,2022-12-08 00:00:00,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,220.0,United States
1294,Blend,SF Bay Area,Finance,200.0,0.1,2022-04-19 00:00:00,https://www.housingwire.com/articles/blend-lays-off-200-workers-as-mortgage-industry-sputters/,665.0,United States
1133,BlockFi,New York City,Crypto,250.0,0.2,2022-06-13 00:00:00,https://blockfi.com/a-message-from-our-founders,1000.0,United States
66,Blockchain.com,London,Crypto,110.0,0.28,2023-01-12 00:00:00,https://www.coindesk.com/business/2023/01/12/crypto-brokerage-blockchaincom-lays-off-28-of-workforce-as-industrys-cruel-winter-continues/,490.0,United Kingdom
1942,Blueground,New York City,Real Estate,130.0,0.25,2020-03-27 00:00:00,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,77.0,United States
1532,Bluprint,Denver,Education,137.0,1.0,2020-05-26 00:00:00,https://businessden.com/2020/05/27/nbcuniversal-shutting-down-bluprint-formerly-known-as-craftsy/,108.0,United States
